ham,Désolé, j'appellerai plus tard",,,
ham,Ok je vais aussi me changer...,,,
spam,1000 de filles beaucoup locales 2 u qui sont vierges 2 ceci & sont prêtes 2 4 remplir tous tes besoins sexuels. Peux-tu 4 remplir les leurs ? texte MIGNON au 69911(�1.50p. m),,,
ham,As-tu trouvé une gardienne pour kaitlyn ? J'étais malade et j'ai dormi toute la journée hier.,,,
ham,"Désolé mec, j'ai accidentellement laissé mon téléphone en mode silencieux hier soir et ne l'ai pas vérifié jusqu'à ce que je me lève",,,
ham,Hé... Quelque chose est arrivé à la dernière minute.. Je pense que je ne m'inscrirai pas demain.. Hee,,,
ham,C'est un adulte et apprendrait de l'expérience. Il n'y a pas de vrai danger. Je n'aime juste pas que les gens utilisent des drogues dont ils n'ont pas besoin. Mais pas de commentaire,,,
ham,Hé ! Il y a de la pizza végétarienne... :/,,,
ham,Yun achète... Mais l'école n'offre que 2000 et quelques seulement...,,,
ham,Tu es sûr que tes voisins ne l'ont pas ramassé,,,
ham,K. Je l'enverrai à nouveau,,,
spam,Entrée gratuite dans 2 concours hebdomadaires pour gagner des billets pour la finale de la FA Cup le 21 mai 2005. Envoyez FA au 87121 pour recevoir la question d'entrée(tarif txt standard)Conditions applicables 08452810075plus de 18 ans,,,
ham,"Nouvelle Théorie : L'argument gagne la SITUATION, mais perd la PERSONNE. Alors ne discute pas avec tes amis juste.. . . . frappe-les et dis, j'ai toujours raison.!",,,
ham,Et bien. Je n'ai plus d'ordinateur. Temps de faire des truffes oreo,,,
ham,"Haha ouais je vois ça maintenant, j'arrive dans une seconde",,,
ham,Je n'ai pas son numéro monsieur,,,
ham,Lol maintenant je suis après cette montgolfière !,,,
ham,Ok . . maintenant je suis dans le bus. . Si je viens bientôt je viendrai sinon demain,,,
ham,Les messages ne sont pas un passe-temps. Ils disent silencieusement que je pense à toi en ce moment et te font aussi penser à moi au moins 4 un moment. Bonne nuit.sweet drms @Shesil,,,
ham,"Ouais, on peut probablement passer une fois que mon colocataire aura fini avec sa copine",,,
spam,"Avez-vous ce qu'il faut 2 pour participer au Rallye WRC en Australie ? Vous pouvez avec Lucozade Energy ! Envoyez RALLY LE au 61200 (25p), voir les packs ou lucozade.co.uk/wrc & ça pourrait être vous !",,,
ham,Bonne année mélodie !,,,
ham,�� n'a pas besoin d'aller chercher ta copine ?,,,
ham,Youpi ! Tu ferais mieux de ne pas avoir dit ça à 5 autres filles non plus.,,,
ham,Horrible tu manges macs mange jusqu'à m'avoir oublié déjà pas vrai... Tu prends si longtemps 2 répondre. Je pense que c'est plus con qu'avant alors sois prêt. Maintenant que vais-je manger ?,,,
ham,"A-t-il dit à quel point je suis fantastique par hasard, ou quoi que ce soit besoin d'un plus grand coup de pouce dans la vie car perdant la volonté 2 vivre, penses-tu que je serais la première personne 2 mourir de N V Q ? ",,,
ham,Je viens juste de rentrer à la maison da..,,,
ham,"Je suis à l'extérieur des îles, dirige-toi vers le hard rock et tu me tomberas dessus",,,
ham,Aujourd'hui il y a cours il n'y a pas de cours.,,,
ham,Je suis à Chennai velachery :),,,
ham,Tu flippes ta merde maintenant ?,,,
ham,"K donne-moi une seconde, casse un  &lt;#&gt;  au cstore",,,
ham,Je suis si mauvais que ça pour éviter comme ça ?,,,
ham,"Yo, tu es dans le coin ? Je viens de récupérer ma voiture",,,
ham,Ennuyeux n'est-ce pas.,,,
ham,"Bonjour, aujourd'hui je suis en retard de  &lt;#&gt; min.",,,
ham,Il n'y a aucun intérêt à s'accrocher à monsieur pas bien s'il ne te rend pas heureuse,,,
ham,Tout prendra vie.mieux corriger toute belle silhouette là-bas même..,,,
ham,Dans ce cas je suppose que je te verrai à campus lodge,,,
ham,Nous avons terminé...,,,
ham,Viens chez moi pour une dernière fois je ne ferai rien. Fais-moi confiance.,,,
ham,J'ai aussi été debout toute la nuit à m'inquiéter de ce rendez-vous. C'est dommage que nous ayons manqué une soirée entre filles avec quiz popcorn et toi me coiffant les cheveux.,,,
spam,Sexez votre mobile avec une photo SEXY GRATUITE de Jordan ! Envoyez juste BABE au 88600. Puis chaque semaine obtenez une célébrité sexy ! PocketBabe.co.uk 4 plus de photos. 16 �3/sem 087016248,,,
ham,Ok... À plus...,,,
spam,Vous avez 1 nouveau message vocal. Veuillez appeler le 08719181503,,,
ham,Ce qu'il a dit n'est pas le problème. Mon esprit dit qu'il y a un autre problème.,,,
ham,Il connaît aussi seulement le menu du déjeuner da. . Je sais,,,
ham,"Al il ne fait que se plaindre de moi si n e quelque chose va mal c'est ma faute&al de arguments sont ma faute&marre de lui de lui alors pourquoi s'embêter ? Dois partir, merci.xx",,,
ham,Transaction NEFT avec le numéro de référence  &lt;#&gt;  pour Rs. &lt;DECIMAL&gt;  a été créditée sur le compte du bénéficiaire le  &lt;#&gt;  à  &lt;TIME&gt; : &lt;#&gt;,,,
ham,Sinon j'avais un job à temps partiel na-tuition..,,,
ham,Je sais qu'elle m'a appelé,,,
ham,"Moi aussi da, je me sens hier soir  attendre jusqu'à ce soir cher.",,,
ham,Merci de comprendre. J'essayais de dire ça à sura.,,,
spam,GAGNEZ un approvisionnement d'un an de CDs 4 un magasin de votre choix d'une valeur de �500 & entrez dans notre tirage hebdo �100 envoyez MUSIC au 87066 Conditions www.Ldew.com.subs16+1win150ppmx3,,,
ham,Toute la voiture a apprécié les deux derniers ! Papa et sont en train d'avoir une semi-dispute de lecture de carte mais à part ça les choses vont bien. P.,,,
spam,"En tant qu'abonné SIM, vous êtes sélectionné pour recevoir un Bonus ! Recevez-le à votre porte, Envoyez le mot OK au No: 88600 pour réclamer. 150p/msg, EXP. 30Avril",,,
ham,J'ai besoin que tu sois dans mes bras forts...,,,
ham,Aussi meeeec tu manques quelque chose,,,
ham,Son anniversaire réel est en avril .,,,
ham,Je devine que tu ne seras pas ici avant 9 ?,,,
ham,Ok alors je viendrai chez toi dans une demi-heure,,,
ham,"Yo, le match est presque fini ? Veux aller à walmart bientôt",,,
ham,"Ouais, probablement mais pas sûr. Ilol te le fera savoir, mais personnellement je ne m'embêterais pas, mais encore si tu y vas alors je pourrais aussi bien !!",,,
ham,Je vais envoyer un texto maintenant ! Tout flippant pour qu'il ne pense pas qu'on a oublié,,,
ham,"ce serait bien ��_ Je t'appellerai demain à l'heure du déjeuner, dois-je, pour organiser quelque chose ?",,,
spam,Vous avez 1 nouveau message vocal. Veuillez appeler le 08719181513.,,,
ham,"Merde, peux-tu le faire ce soir ou veux-tu juste attendre jusqu'à demain",,,
ham,K..k..je vais bien aussi :)quand vas-tu terminer le cours ?,,,
ham,"Vrai. C'est acceptable. Et si tu obtiens un score élevé et postules pour un doctorat, tu obtiens 5 ans de salaire. Donc ça facilite la vie.",,,
spam,No. 1 Sonnerie Nokia 4 votre mobile chaque semaine ! Envoyez juste NOK au 87021. 1ère Sonnerie GRATUITE ! alors mettez-vous aux textos maintenant et dites-le à vos amis. 150p/tone. 16 réponse HL 4info,,,
ham,Prakesh est là savoir.,,,
ham,Apprends-moi les apps da. Quand tu viens à l'université.,,,
ham,Rofl mieux investir dans des produits anti-âge,,,
spam,Vous êtes un gagnant Vous avez été spécialement sélectionné 2 recevoir �1000 cash ou des vacances 4* (vols inclus) parlez à un opérateur en direct 2 réclamer 0871277810810,,,
ham,"Monsieur, vous recevrez le numéro de compte dans encore 1 heure. Désolé pour le retard.",,,
spam,Répondez avec votre nom et adresse et VOUS RECEVREZ PAR LA POSTE une semaine d'hébergement complètement gratuit à divers endroits mondiaux www.phb1.com ph:08700435505150p,,,
ham,Alors �_ soumettra le projet demain pas vrai ?,,,
spam,ENTRÉE GRATUITE dans notre concours hebdomadaire de �250 envoyez simplement le mot ENTRER au 84128 MAINTENANT. 18 Conditions www.textcomp.com service client 08712405020.,,,
ham,Réponds-moi juste lar. Tu sauras plus tard.,,,
ham,Je veux envoyer quelque chose qui peut se vendre vite.  &lt;#&gt; k n'est pas de l'argent facile.,,,
ham,ai * quelques choses à faire. peut-être dans * un pub plus tard.,,,
ham,1) finir la réunion appelle-moi.,,,
ham,Lol ok. Je lui volerai aussi son sac à main.,,,
ham,"\Bonjour-/@passage-:0arrêt ivre désolé si pceci n'a aucun sens-dne sait pas comment ^ danser 2 batterie et bass !je m'amuse 2nuit x ros xxxxxxx\"\"\"",,,
ham,Ton opinion sur moi ? 1. Fin 2. Jada 3. Kusruthi 4. Aimable 5. Silencieux 6. Caractère spécial 7. Pas mûr 8. Stylé 9. Simple Réponds..,,,
ham,Combien recevons-nous ?,,,
ham,Ton examen est le matin ou l'après-midi demain ?,,,
ham,"Cher soulagé de Westonzoyland, tout se passe comme prévu ici aussi !",,,
ham,J'espère que tu passes un excellent nouveau semestre. Te souhaite le meilleur. Tu es fait pour la grandeur.,,,
ham,Oh oui je peux parler en texto 2 toi non ! Hmm. As-tu reçu l'email ?,,,
ham,"Je veux te montrer le monde, princesse :) que dirais-tu de l'Europe ?",,,
ham,Personne ne peut décider où manger et papa veut chinois,,,
ham,Non tire-moi. Je suis dans la salle d'attente du médecin. :/,,,
ham,Maintenant ? Je sors bientôt 4 dîner..,,,
ham,Bonjour quel est le site pour télécharger des chansons c'est urgent s'il te plaît,,,
ham,"Je vois ce que tu veux dire,  est le roi de ne pas avoir de crédit ! Je vais me coucher maintenant. Bonne nuit douce ! Plus qu'un seul sommeil ! ",,,
ham,Horrible nana. Moi à l'école en train de faire des trucs. Comment se fait-il que tu aies un certificat médical ?,,,
ham,"SALUT CHÉRI ! JE NE VIENS PAS CE SOIR-DIS À TOUT LE MONDE QUE JE SUIS DÉSOLÉ 4 MOI, J'ESPÈRE QUE TU PASSES UN BON MOMENT !OLI A APPELÉ MELNITE JE PENSE QUE ÇA PEUT ÊTRE RÉGLÉ,MAIS J'EXPLIQUERAI TOUT LUNDI.À PLUS.x",,,
ham,"Je t'appelle plus tard, pas de réseau. Si urgent, sms-moi.",,,
ham,Ummmmmaah Bon nombre d'années heureuses de ce jour mon cher doux cœur.. JOYEUX ANNIVERSAIRE cher,,,
spam,Veuillez APPELER le 08712402779 immédiatement car un message urgent vous attend,,,
ham,Ouais genre si ça se passe comme avec mes amis je vais péter un câble dans environ une demi-heure,,,
ham,Maman dit si on veut y aller alors on y va... Puis elle peut en passant regarder l'exposition de verre... ,,,
ham,Quel est ton plan pour pongal ?,,,
ham,Attends juste la fin mars quand el nino s'en prend. Oh.,,,
ham,"Pas encore chikku..je vais à la chambre maintenant, je suis dans le bus..",,,
ham,Je fais aussi seulement à cbe. Mais je dois payer.,,,
ham,Mon chéri tu me manques.,,,
ham,"Nous avons envoyé JD pour Customer Service cum Accounts Executive à ton adresse mail, Pour les détails contactez-nous",,,
ham,"Yo, je suis chez mes parents en train de prendre du cash. Bonne nouvelle : on a récupéré un downstem",,,
ham,"Merci beaucoup. Quand nous avons skypé avec kz et sura, nous n'avons pas eu le plaisir de votre compagnie. J'espère que vous allez bien. Nous vous avons donné un ultimatum oh ! Nous comptons à rebours vers aburo. Profitez !",,,
spam,"Gays affamés se sentant affamés et prêts 4 pour ça, maintenant. Appelez 08718730555 seulement 10p/min. Pour arrêter les textos appelez 08712460324 (10p/min)",,,
ham,Ok. Pas de problème. Souviens-toi juste qu'un ami dans le besoin ...,,,
ham,Je te verrai dans une demi-heure,,,
ham,"Je suis à l'impériale musique en train d'écouter2la piste la plus bizarre jamais par��leafcutter john��-sonne comme des insectes se faisant abuser&quelqu'un en plomberie, remixé par des hommes maléfiques sous acide !",,,
ham,"\Hé désolé je ne t'ai pas donné une cloche plus tôt mon chéri,\"juste été au litmais pourrais aller au pub plus tard si tu veux qu'on se retrouve ?beaucoup d'amour Jenxxx.\"\"\"",,,
ham,SÉRIEUSEMENT. DIS-LUI CES MOTS EXACTS MAINTENANT.,,,
spam,Pouvez-vous vous mettre 2 téléphone MAINTENANT ? Je veux discuter 2 organiser rencontre Appelez-moi MAINTENANT au 09096102316 Vous pouvez venir ici demain Amour JANE xx Appels�1/minplusmobsEMSPOBox45PO139WA,,,
ham,"Tee hee. Partant en cours, joyeux au revoir.",,,
ham,"Désolé chikku, mon portable a eu un problème c'est pourquoi je n'ai pas pu te répondre ou t'envoyer un message..",,,
ham,Si tu n'as toujours pas collecté l'argent fais-le-moi savoir pour que j'aille à l'endroit où je l'ai envoyé pour obtenir le numéro de contrôle,,,
ham,Ok...,,,
spam,opérateur réseau. Le service est gratuit. Pour les T & C visitez 80488.biz,,,
ham,Laisse-moi savoir comment te contacter. Je t'ai installé dans une chambre. Fais savoir que tu vas bien.,,,
ham,Qu'est-ce que tu fais espèce de cinglé ?,,,
ham,Peux faire lor...,,,
ham,Ne mets pas ton téléphone en mode silencieux ok,,,
ham,Je peux rencontrer �_ à 17h.. Quant à où dépend où �_ veut 2 in lor..,,,
ham,J'attends que mon émission TV commence lor... Toi leh toujours occupé à faire ton rapport ?,,,
ham,Oh ho. Est-ce la première fois que tu utilises ce type de mots,,,
ham,Suis-je le seul qui ne stalke pas les profils ?,,,
ham,"Citation toujours verte jamais dite par Jerry dans le dessin animé \Une Personne Qui t'Irrite Toujours Est celle Qui t'Aime Beaucoup Mais Ne Réussit pas à l'Exprimer... !..!! :-) :-) bonne nuit\"\"",,,
ham,Oui je le pensais. Merci.,,,
ham,Mais si elle boit je suis ok.,,,
ham,Je me demandais juste, les autres viennent de partir",,,
ham,"La nuit s'est terminée pour un autre jour, le matin est venu d'une manière spéciale. Que tu souries comme les rayons ensoleillés et laisses tes soucis dans la baie bleue bleue. Bon matin",,,
ham,"Que fais-tu, mon chien ? Dois-je toujours attendre la fin de ta journée pour avoir de tes nouvelles ? As-tu déjà épuisé le temps sur ton portable ?",,,
ham,Bonne année à toi aussi !,,,
ham,"Hé...Super affaire...Visite de ferme de 9h à 17h 95$/personne, 50$ d'acompte avant le 16 mai",,,
ham,Manger jap fait aussi après ton cours quoi... �� a cours à 12 pas vrai... ,,,
ham,"Hé bébé ! Je t'ai vu venir en ligne une seconde et puis tu as disparu, qu'est-ce qui s'est passé ?",,,
ham,Da ma date de naissance sur le certificat est en avril mais la vraie date est aujourd'hui. Mais ne le publie pas. Je te donnerai un traitement spécial si tu gardes le secret. Quoi qu'il en soit merci pour les souhaits,,,
ham,Joyeux anniversaire... Que tous tes rêves se réalisent...,,,
ham,Aiyah tu as déjà bien fait lar. Le nydc à wheellock ?,,,
ham,DIS-LUI QUE J'AI DIT MANGER DE LA MERDE.,,,
ham,Bien sûr ! Je conduis mais j'arriverai bientôt à destination.,,,
ham,"K donc moi aussi, combien pour un 8ème ? Cinquante ?",,,
ham,Ton texto quotidien de moi ��� une faveur cette fois,,,
ham,Super d'entendre que tu t'installes bien. Alors qu'est-ce qui se passe avec ola ?,,,
ham,Ces enculés. Si ça peut te faire te sentir mieux les ipads sont des objets de nouveauté sans valeur et tu devrais te sentir mal de même en vouloir un,,,
ham,Je pensais que tu étais arrivé liao. Il a dit t-shirt.,,,
ham,"FRAN J'AI DÉCIDÉ 2 ALLER DE TOUTE FAÇON JE SUIS COMPLÈTEMENT FAUCHÉ ET CREVÉ JE ME SUIS LEVÉ VERS 3 ON SE VOIT DEMAIN AMOUR JANX P.S C'EST LE TÉLÉPHONE DE MON PÈRE, -PAS DE CRÉDIT",,,
ham,Je ne peux pas décrocher le téléphone maintenant. Envoie un message s'il te plaît,,,
ham,Tu as raison ! Je vais prendre le rendez-vous tout de suite.,,,
ham,Désignation est développeur logiciel et peut-être qu'elle aura Chennai :),,,
spam,Profitez du gold club videosound jamster avec vos crédits pour 2 nouveaux videosounds+2 logos+musicnews ! obtenez plus de fun de jamster.co.uk ! 16+seulement Aide ? appelez : 09701213186 ,,,
spam,"Obtenez la sonnerie 3 Lions England, répondez lionm 4 mono ou lionp 4 poly. 4 plus allez 2 www.ringtones.co.uk, l'original et le meilleur. Sonneries 3GBP tarifs opérateur réseau applicables",,,
ham,Je plaisante seulement lar.. �� occupé alors je ne te dérangerai pas �_.,,,
ham,"Ok, fais attention ! Ne texte pas et ne conduis pas !",,,
ham,"Je serai toujours là, même si c'est juste en esprit. J'aurai bientôt un bb. J'essaie juste d'être sûr d'en avoir besoin.",,,
ham,U es trop proche de mon cœur. Si tu t'en vas je serai brisé. Reste avec moi s'il te plaît.,,,
ham,Je t'aime aussi bébé ! Tu es sûr que tout va bien. Est-ce qu'il est un idiot ? Réponds fille,,,
ham,Qu'en est-il d'agrandir certaines des photos ?,,,
ham,Il y en a mais il y a 2 couleurs lor. Une couleur est assez claire et l'autre est plus foncée lor. En fait j'ai fini elle coiffe mes cheveux maintenant.,,,
ham,"Quand tu es triste, Quand tu es gris, Souviens-toi que je suis ici 2 écouter tout ce que tu veux dire, Marche juste avec moi un peu,&amp; Je promets que je te ramènerai ton sourire.:-)",,,
ham,Pourquoi rien. Ok de toute façon offre-moi un repas,,,
spam,"Gagnez le tout nouveau ��Harry Potter et l'Ordre du Phénix (Livre 5) répondez HARRY, répondez à 5 questions - chance d'être le premier parmi les lecteurs !",,,
ham,Ok...,,,
ham,Correct. Alors comment était le travail aujourd'hui,,,
ham,"Je viens d'envoyer à nouveau. Est-ce que tu cries et gémis au lit, princesse ?",,,
ham,"Je me suis réveillé il y a longtemps déjà... Je ne sais pas, quoi d'autre ?",,,
ham,Oh juste me venger de toi.... et toi ?,,,
ham,Je pense que 50 devrait être ok il a dit plus ou moins 10.. As-tu �_ laissé une ligne entre les paragraphes ?,,,
ham,Peux-tu m'appeler s'il te plaît. Ton numéro montre hors zone de couverture. J'ai un appel urgent à vasai &amp; dois arriver avant 16 heures alors appelle-moi s'il te plaît,,,
ham,Ouais jay est un peu un putain d'attardé,,,
ham,"Désolé, étais dans la salle de bain, quoi de neuf",,,
spam,Votre solde est maintenant de �500. Votre prochaine question est : Qui a chanté 'Uptown Girl' dans les années 80 ? 2 répondre envoyez votre RÉPONSE au 83600. Bonne chance !,,,
ham,Mon examen est pour le 4 février. Je te souhaite une bonne journée.,,,
ham,Je ne sais pas quoi faire pour sortir de ça donc seulement je pose des questions comme ça ne te méprends pas.,,,
ham,"Ok pas de précipitation, je demanderai à jay",,,
ham,Bonjour s'il vous plaît appelez-moi monsieur,,,
ham,C'est ok lar. Toi aussi dors tôt... Bonne nuit...,,,
ham,"Oh... Je vois... K lor, alors on se voit un autre jour...",,,
ham,"Oh ! Une demi-heure est beaucoup plus longue en Syrie qu'au Canada, hein ? Wow tu dois faire TELLEMENT plus de travail dans une journée que nous avec tout ce temps supplémentaire ! *sourit*",,,
ham,"Parfois nous mettons des murs autour de nos cœurs,pas seulement pour être en sécurité de ne pas être blessé.. Mais pour découvrir qui se soucie assez de briser les murs &amp; se rapprocher.. BON APRÈS-MIDI:)",,,
ham,"Super, on peut ou pas aller à 4U pour rencontrer carlos alors évalue l'intérêt de patty pour ça",,,
ham,Alors elle achète aujourd'hui ? �� pas besoin de me voir...,,,
ham,Ok désolé je prends dix ans pour me doucher. Quel est le plan ?,,,
ham,Tous les lundis..la semaine prochaine sera terminée..,,,
ham,Je pourrais aussi bien je suis là.,,,
ham,Juste détends-toi pendant encore 6 heures. Si tu pouvais dormir la douleur n'est pas une urgence chirurgicale alors vois comment ça évolue. D'accord,,,
ham,Ouais je vais essayer de dénicher quelque chose,,,
ham,Folle ar il est marié. �� aime les beaux mecs pas moi. Mes amis disent qu'il est le préféré de leona mais je ne pense pas qu'il le soit. Après réflexion peut-être que probablement j'irai.,,,
ham,Nous sommes quelque part sur Fredericksburg,,,
ham,Que pases un buen tiempo ou quelque chose comme ça,,,
ham,C'est ok si je passe la nuit ici ? Xavier a un sac de couchage et je me fatigue,,,
ham,Elle n'a besoin d'aucun test.,,,
ham,"Pas grand-chose, je me détends à la maison. Des plans pour le super bowl ?",,,
spam,"GRATUIT2DAY photo sexy de la Saint-George's Day de Jordan ! Envoyez PIC au 89080 ne manquez pas, puis chaque semaine une célébrité coquine ! 4 plus de photos c PocketBabe.co.uk 0870241182716 �3/sem",,,
ham,Bugis aussi près quoi... ,,,
ham,Yo il n'y a pas cours demain pas vrai ?,,,
ham,Laisse Ton Cœur Être Ta Boussole Ton Esprit Ta Carte Ton Âme Ton Guide Et Tu Ne Perdras Jamais dans le monde....gnun - Envoyé via WAY2SMS.COM,,,
ham,"Bonne nuit, dors bien da s'il te plaît prends soin de toi pa. S'il te plaît.",,,
ham,Béééébéééé ! Tu me manquuuuues ! Où es-tu ? Je dois aller enseigner ma classe à 17 heures ...,,,
ham,Transmettez mes salutations à lui,,,
ham,U dois le convaincre que ce n'est pas possible sans blesser ses sentiments c'est le principal,,,
ham,"Bon après-midi amoureux ! Comment se passe ta journée ? La chance te sourit-elle ? Je pense à toi, chérie et envoie mon amour par-delà la mer pour te faire sourire et heureux",,,
ham,Si je commence à envoyer des blackberry torch au Nigeria trouveras-tu un acheteur pour moi ?genre pendant 1 mois. Et dis à papa de ne pas acheter de bb à n'importe qui oh.,,,
ham,"&lt;#&gt; %des gens se marient avec leurs amoureux... parce qu'ils ont une bonne compréhension qui évite les problèmes. je t'ai envoyé ça, tu auras de bonnes nouvelles vendredi par la personne que tu aimes. Et demain sera le meilleur jour de ta vie. Ne brise pas cette chaîne. Si tu brises tu souffriras. envoie ceci à  &lt;#&gt;  amis en &lt;#&gt;  min quand tu lis...",,,
ham,Yo mec devine qui s'est fait arrêter l'autre jour,,,
ham,Shuhui dit changer 2 pour le steamboat à suntec ? Tu sais où ? Où es-tu maintenant ?,,,
ham,Qu'est-ce que fait la rivière de danse ?,,,
ham,"Yetunde, je suis désolé mais moji et moi semblons trop occupés pour pouvoir aller faire du shopping. Peux-tu juste s'il te plaît trouver une autre façon d'obtenir ce que tu voulais que nous achetions. Pardonne-moi s'il te plaît. Tu peux répondre gratuitement via yahoo messenger.",,,
ham,Hé je serai vraiment très en retard... Tu veux aller au cours d'abord ? Je te rejoindrai. J'arrive seulement à la station de mrt de tp,,,
spam,"FANTASIES EN DIRECT CHAUDES appelez maintenant 08707509020 Juste 20p par min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",,,
ham,Barbecue ce samedi chez moi à partir de 18h environ. Tu es bienvenu 2 venir,,,
ham,"Je ne sais pas, la même chose qui ne va pas de temps en temps, il panique commence à dire qu'il n'est pas assez bon ��_",,,
ham,D'accord. Je sors--passe une bonne nuit !,,,
ham,As-tu essayé de faire un autre cul.,,,
ham,J'espère que tu te sens bien. Remplis-moi s'il te plaît. Abiola,,,
ham,Je pensais qu'on devrait sortir et s'amuser un peu donc bar en ville ou quelque chose ��� ça te va ?,,,
ham,"1) Aller écrire message 2) Mettre en mode Dictionnaire 3)Couvrir l'écran avec la main, 4)Appuyer sur  &lt;#&gt; . 5)Retirer doucement Ta main.. C'est intéressant..:)",,,
spam,"Photo d'Ours Nick, et Tom, Pete et ... Dick. En fait, tous les types essaient le chat gay avec upload de photo appelez 08718730666 (10p/min). 2 arrêter les textos appelez 08712460324",,,
spam,"500 Nouveaux Mobiles de 2004, DOIVENT PARTIR ! Envoyez: NOKIA au No: 89545 et récupérez le vôtre aujourd'hui ! À partir de SEULEMENT �1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",,,
ham,Nous sommes enfin prêts fyi,,,
ham,Tante huai juan n'a jamais décroché son téléphone,,,
spam,Double Minutes & Double Txt & 1/2 prix Location de ligne sur les derniers mobiles Bluetooth Orange. Appelez MobileUpd8 pour les dernières offres. 08000839402 ou call2optout/LF56,,,
ham,"Oui dis, quel est ton problème..",,,
spam,No. 1 Sonnerie Nokia 4 votre mobile chaque semaine ! Envoyez juste NOK au 87021. 1ère Sonnerie GRATUITE ! alors mettez-vous aux textos maintenant et dites-le à vos amis. 150p/tone. 16 réponse HL 4info,,,
ham,je ne veux pas parler avec toi,,,
ham,"Nous passons nos jours à attendre que le chemin idéal apparaisse devant nous.. Mais ce que nous oublions est.. \les chemins sont faits en marchant.. pas en attendant..\" Bonne nuit !\"",,,
ham,C'est ok mon bras se sent faible parce que j'ai eu une injection donc on peut y aller une autre fois,,,
ham,Veuillez réserver un billet samedi soir de Chennai à Thirunelvali et à nouveau de Tirunelvali à Chennai dimanche soir...j'ai déjà vu sur internet..pas de billet disponible..je veux réserver le billet via l'attaque ..,,,
ham,"Message d'orage : Quand tu décroches le téléphone, tu dis \BONJOUR\" Savez-vous quelle est la vraie signification de BONJOUR ?? . . . C'est le nom d'une fille..! . . . Oui.. Et vous savez qui est cette fille ?? \"Margaret Hello\" Elle est la petite amie de Grahmbell qui a inventé le téléphone... . . . . Moral : On peut oublier le nom d'une personne"," mais pas sa petite amie... B o n n e n u i t . . .@\"",,
ham,C'est ok. Je suis passé demander quelque chose et elle a dit que tu étais venu. Es-tu dans le coin ce soir quand cette fille vient ?,,,
ham,Tous mes vœux 4 ton examen plus tard.,,,
ham,J'espère que ta tête ne te fait pas trop mal ! Je suis en train de me frayer un chemin à travers une pile de repassage ! Je reste à la maison avec un chinois ce soir viens faire un tour si tu veux.,,,
ham,Oh k.je pense que la plupart des joueurs wi et nz invendus.,,,
ham,"Haha... Où il y a une perte de poids si rapide, je pense que ça doit prendre un mois avant d'avoir un effet... Gee, plus tard on va à aust remettre le poids.",,,
ham,"Je me demande comment tu es en ligne, mon amour ? Es-tu allé au cybercafé ? As-tu rechargé ton téléphone ? Étais-tu sur le net d'un ami ? Je pense à toi, boytoy",,,
ham,"Haha je plaisante, papa a besoin de drogues",,,
ham,"Je pense que ça devrait pouvoir... Oui, je veux aller aux cours... Haha, peut aller pour toute une séance...",,,
ham,Oh ok..,,,
ham,Nous nous rencontrons toujours pour dîner ce soir ?,,,
ham,C'est cool ! Je suis un gentleman et je te traiterai avec dignité et respect.,,,
ham,Dois-je commencer par ici.,,,
ham,Alors on t'attend lor... Pas besoin de se sentir mal lar...,,,
ham,Non as-tu vérifié ? J'ai son message détaillé maintenant,,,
ham,Vous avez enregistré Sinco comme Bénéficiaire. Connectez-vous sur icicibank.com et entrez l'URN  &lt;#&gt;  pour confirmer. Attention aux fraudes. Ne partagez NI ne divulguez PAS l'URN à quiconque.,,,
ham,"Non, j'ai décidé que seules les personnes qui se soucient des choses votent et se soucier des choses est pour les perdants",,,
ham,Kaiez... Profite de ton cours particulier... Gee... Je pense que la deuxième option semble meilleure... J'iraai yan jiu puis je t'enverrai un message...,,,
ham,Vous avez enregistré Sinco comme Bénéficiaire. Connectez-vous sur icicibank.com et entrez l'URN  &lt;#&gt;  pour confirmer. Attention aux fraudes. Ne partagez NI ne divulguez PAS l'URN à quiconque.,,,
ham,cool. Nous nous amuserons à nous entraîner à faire des bébés !,,,
ham,En fait je me prépare à quitter la maison.,,,
ham,K..k..quelque chose de spécial aujourd'hui ?,,,
spam,"URGENT, INFORMATION IMPORTANTE POUR L'UTILISATEUR O2. AUJOURD'HUI EST VOTRE JOUR DE CHANCE ! 2 DÉCOUVRIR POURQUOI CONNECTEZ-VOUS SUR HTTP://WWW.URAWINNER.COM IL Y A UNE SURPRISE FANTASTIQUE QUI VOUS ATTEND",,,
ham,Alors on doit le faire après ça,,,
ham,"J'ai dix dollars, jay est non committal",,,
ham,Où on a faim aussi,,,
ham,S'il te plaît parle à ce client machan.,,,
ham,quelque part là-bas sous la lumière pâle de la lune quelqu'un pense à toi quelque part là-bas où les rêves deviennent réalité... bonne nuit &amp; doux rêves,,,
ham,"Quand ton adorable devient en colère contre toi, ne prends pas ça au sérieux.. Parce qu'être en colère est la façon la plus enfantine et vraie de montrer une affection profonde, attention et amour !.. kettoda manda... Passe une bonne journée da.",,,
spam,Cher U vous avez été invité à XCHAT. C'est notre dernière tentative pour vous contacter ! Envoyez CHAT au 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 ans,,,
ham,Alors quelle est ton opinion sur lui et comment est son caractère ?,,,
